ID,Value,Category,Score
5175,950.80,D,40
5176,15.46,C,71
5177,761.35,B,17
5178,307.37,B,21
5179,812.73,E,93
5180,369.28,E,45
5181,276.66,C,22
5182,360.74,A,18
5183,255.01,A,62
5184,343.61,A,18
5185,195.03,D,87
5186,302.38,A,45
5187,392.53,B,7
5188,252.94,A,95
5189,528.48,D,72
5190,641.90,A,15
5191,331.47,C,68
5192,618.27,E,70
5193,492.69,E,7
5194,200.08,E,38
5195,363.19,E,85
5196,271.56,C,66
5197,793.67,D,5
5198,434.37,B,64
5199,44.40,B,52
5200,234.12,D,80
5201,645.68,B,8
5202,289.65,D,43
5203,216.40,C,68
5204,520.28,D,83
5205,313.41,E,90
5206,859.79,A,4
5207,402.67,A,86
5208,179.52,C,24
5209,983.57,D,79
5210,739.70,A,30
5211,504.72,D,15
5212,247.37,E,85
5213,480.97,D,92
5214,655.54,A,43
5215,194.20,D,94
5216,375.05,D,76
5217,649.67,A,16
5218,375.31,E,76
5219,496.33,C,50
5220,23.30,D,45
5221,949.56,C,16
5222,212.48,C,16
5223,208.44,E,26
5224,418.30,E,77
5225,863.89,C,37
5226,287.99,C,81
5227,474.58,E,97
5228,272.47,C,4
5229,773.26,D,49
5230,806.74,D,14
5231,941.34,C,84
5232,491.87,C,54
5233,561.91,C,79
5234,538.68,B,97
5235,916.69,A,26
5236,330.63,A,69
5237,383.51,A,99
5238,783.95,A,53
5239,444.72,C,37
5240,781.43,C,85
5241,342.65,C,46
5242,17.67,A,48
5243,744.63,E,84
5244,273.04,D,4
5245,42.50,C,100
5246,19.89,C,85
5247,395.99,C,72
5248,78.64,D,91
5249,189.48,D,56
5250,602.63,E,56
5251,837.29,E,65
5252,896.79,D,58
5253,293.55,B,86
5254,592.03,A,43
5255,219.57,A,45
5256,652.95,A,64
5257,553.00,E,46
5258,357.99,C,100
5259,681.25,A,31
5260,244.13,C,99
5261,11.29,C,16
5262,678.73,E,67
5263,968.16,E,58
5264,296.11,B,52
5265,617.74,A,55
5266,8.15,A,23
5267,175.23,B,100
5268,64.50,E,54
5269,413.98,D,58
5270,809.62,C,59
5271,400.87,B,60
5272,927.79,E,64
5273,948.31,C,96
5274,797.89,B,88
5275,41.12,B,89
5276,711.87,D,35
5277,528.58,D,35
5278,989.20,B,0
5279,508.67,A,42
5280,239.12,E,41
5281,977.25,B,39
5282,523.86,D,72
5283,287.86,B,79
5284,128.51,B,84
5285,507.65,C,73
5286,858.36,A,44
5287,63.51,D,12
5288,509.06,B,15
5289,498.70,B,81
5290,265.27,E,26
5291,569.08,B,41
5292,887.51,C,71
5293,69.73,E,89
5294,18.65,C,14
5295,149.54,B,6
5296,578.03,E,57
5297,820.86,C,94
5298,976.19,A,34
5299,905.57,B,45
5300,749.97,E,0
5301,47.33,D,34
5302,153.09,C,4
5303,409.87,E,83
5304,701.71,C,28
5305,859.03,E,75
5306,85.13,C,43
5307,373.32,A,64
5308,960.68,C,19
5309,981.28,E,3
5310,239.53,A,3
5311,862.47,D,53
5312,923.96,A,3
5313,99.27,D,84
5314,688.17,D,12
5315,569.55,C,16
5316,243.73,E,85
5317,700.58,A,9
5318,349.61,C,33
5319,696.10,A,12
5320,387.58,C,29
5321,193.41,D,28
5322,565.63,C,28
5323,591.61,C,38
5324,967.91,C,69
5325,168.26,E,97
5326,819.79,B,9
5327,839.44,B,12
5328,629.88,C,39
5329,809.06,B,41
5330,338.32,B,62
5331,504.74,B,70
5332,258.97,E,59
5333,577.13,B,38
5334,244.62,B,74
5335,28.35,C,22
5336,646.50,E,76
5337,944.41,A,2
5338,255.72,B,35
5339,240.72,D,17
5340,483.51,B,85
5341,768.86,E,66
5342,401.22,A,16
5343,247.18,D,50
5344,63.68,E,64
5345,765.92,C,28
5346,621.24,D,26
5347,855.13,E,17
5348,697.41,E,39
5349,357.51,C,8
5350,42.49,E,23
5351,65.33,A,18
5352,189.11,E,51
5353,362.82,E,65
5354,941.37,D,65
5355,433.49,C,19
5356,516.09,A,81
5357,577.50,D,26
5358,974.32,B,73
5359,64.29,B,92
5360,885.95,A,21
5361,236.29,D,96
5362,488.86,D,75
5363,387.88,A,89
5364,962.56,E,88
5365,373.33,A,16
5366,793.96,A,20
5367,981.63,B,21
5368,320.38,D,81
5369,382.20,A,97
5370,253.02,B,48
5371,114.79,D,5
5372,149.82,E,49
5373,764.09,C,15
5374,278.23,C,55
5375,478.17,A,61
5376,794.71,C,47
5377,637.79,C,74
5378,380.44,D,29
5379,452.19,E,93
5380,597.48,C,46
5381,416.67,D,93
5382,615.90,D,38
5383,199.46,B,19
5384,712.57,C,98
5385,817.60,D,53
5386,112.28,C,21
5387,85.54,E,26
5388,831.06,D,4
5389,740.31,A,20
5390,502.81,E,21
5391,28.65,D,15
5392,942.41,A,78
5393,782.40,A,62
5394,357.74,A,31
5395,574.21,B,32
5396,635.96,C,6
5397,495.71,B,96
5398,632.10,C,3
5399,441.50,E,39
5400,810.10,D,71
5401,145.46,E,38
5402,185.72,C,72
5403,61.12,A,37
5404,663.24,E,92
5405,48.87,E,89
5406,372.62,A,93
5407,971.54,A,9
5408,52.84,A,17
5409,431.59,B,2
5410,732.13,A,34
5411,380.11,E,61
5412,177.27,D,26
5413,739.82,B,58
5414,970.37,D,71
5415,963.22,A,59
5416,325.93,C,43
5417,22.84,A,65
5418,577.00,E,25
5419,136.49,B,100
5420,368.40,E,87
5421,973.85,B,82
5422,808.78,D,81
5423,563.22,E,51
5424,525.93,B,95
5425,593.55,B,69
5426,671.88,E,32
5427,433.38,D,56
5428,263.46,D,76
5429,653.04,A,85
5430,333.12,D,8
5431,739.54,D,96
5432,961.21,C,42
5433,22.55,C,82
5434,5.94,A,87
5435,969.78,A,79
5436,894.83,C,2
5437,860.87,C,15
5438,322.85,E,47
5439,998.36,A,85
5440,586.53,D,45
5441,506.47,B,23
5442,889.11,E,8
5443,923.05,C,97
5444,779.45,A,90
5445,945.44,E,53
5446,108.09,A,37
5447,696.33,D,98
5448,346.51,E,50
5449,82.08,E,52
5450,502.46,E,81
5451,476.22,D,52
5452,405.12,E,57
5453,434.20,C,31
5454,119.89,D,18
5455,874.61,A,90
5456,755.11,A,21
5457,295.95,C,6
5458,225.67,A,37
5459,197.97,E,13
5460,597.87,B,97
5461,409.22,C,16
5462,919.39,A,40
5463,853.86,A,17
5464,933.51,E,48
5465,873.42,A,76
5466,282.56,E,64
5467,642.70,D,80
5468,627.01,A,86
5469,596.29,E,64
5470,574.80,C,91
5471,76.07,B,65
5472,753.27,B,85
5473,132.35,A,27
5474,537.40,E,42
5475,595.80,C,34
5476,127.70,C,52
5477,80.24,B,38
5478,751.04,B,47
5479,560.68,E,17
5480,185.84,D,75
5481,251.35,C,29
5482,993.46,B,0
5483,67.55,D,97
5484,346.99,A,80
5485,449.96,D,53
5486,671.66,E,12
5487,481.35,A,69
5488,176.39,B,64
5489,701.08,E,14
5490,500.89,E,19
5491,574.17,D,68
5492,257.15,E,66
5493,518.42,E,52
5494,607.94,E,71
5495,649.93,D,58
5496,9.07,E,72
5497,383.27,A,12
5498,493.13,C,75
5499,974.63,C,32
5500,805.68,E,42
5501,43.81,E,17
5502,915.16,B,22
5503,398.64,D,86
5504,25.12,E,75
5505,436.37,A,29
5506,768.72,B,31
5507,170.41,C,55
5508,693.68,B,4
5509,783.41,A,27
5510,418.03,A,3
5511,609.85,A,49
5512,560.96,B,13
5513,906.41,B,49
5514,961.53,C,92
5515,942.42,B,74
5516,841.09,E,59
5517,971.38,B,21
5518,279.63,D,80
5519,124.90,C,92
5520,263.71,B,22
5521,154.18,A,71
5522,974.98,A,92
5523,370.21,C,20
5524,161.04,E,93
5525,810.08,A,65
5526,137.34,E,99
5527,127.42,D,23
5528,497.94,E,44
5529,212.85,C,97
5530,3.50,E,22
5531,391.37,D,21
5532,518.41,C,35
5533,358.37,C,97
5534,441.51,B,10
5535,513.32,D,96
5536,219.94,D,100
5537,611.56,C,7
5538,130.88,D,19
5539,721.24,C,32
5540,112.52,E,33
5541,736.86,A,87
5542,625.98,B,32
5543,519.28,E,94
5544,886.54,D,51
5545,52.86,D,37
5546,540.25,A,2
5547,661.74,B,71
5548,845.61,A,81
5549,395.51,B,29
5550,878.78,D,49
5551,701.37,C,67
5552,869.48,C,23
5553,258.05,E,16
5554,976.64,A,51
5555,735.79,B,59
5556,739.61,A,99
5557,821.58,B,70
5558,998.26,A,34
5559,903.72,D,49
5560,550.63,C,79
5561,713.92,C,51
5562,431.34,D,25
5563,186.19,D,46
5564,178.19,B,38
5565,756.93,A,46
5566,472.80,A,8
5567,754.71,D,5
5568,237.23,E,28
5569,761.34,D,2
5570,735.12,A,11
5571,268.48,C,81
5572,26.70,B,93
5573,394.01,A,18
5574,671.46,E,41
5575,913.12,A,68
5576,12.52,E,31
5577,359.74,A,81
5578,462.75,A,92
5579,143.21,C,2
5580,76.44,E,70
5581,201.47,B,52
5582,14.77,A,29
5583,113.49,D,13
5584,175.59,B,43
5585,102.59,B,38
5586,730.21,C,61
5587,333.94,B,85
5588,327.88,A,87
5589,214.67,B,95
5590,25.57,E,97
5591,728.12,A,78
5592,742.01,B,48
5593,630.39,C,66
5594,190.29,D,25
5595,882.02,B,80
5596,497.92,C,21
5597,203.33,E,89
5598,942.88,E,64
5599,349.73,C,14
5600,523.61,D,8
5601,316.10,E,99
5602,487.14,C,70
5603,314.46,E,48
5604,754.80,C,70
5605,695.38,E,24
5606,313.75,A,64
5607,972.54,A,39
5608,947.26,B,27
5609,458.90,D,31
5610,778.66,C,19
5611,234.02,B,19
5612,539.07,E,75
5613,136.34,E,72
5614,510.04,E,48
5615,871.35,E,1
5616,332.35,D,95
5617,60.56,B,92
5618,646.48,E,61
5619,920.56,A,83
5620,334.66,C,72
5621,86.86,A,3
5622,131.59,A,11
5623,683.48,B,46
5624,911.59,A,13
5625,108.02,B,52
5626,980.59,A,56
5627,18.72,D,98
5628,801.58,B,98
5629,442.75,E,80
5630,708.16,C,37
5631,509.10,A,94
5632,755.13,C,20
5633,142.32,E,85
5634,692.30,B,93
5635,227.66,D,75
5636,407.52,B,72
5637,945.74,E,62
5638,177.98,D,23
5639,548.40,A,20
5640,526.82,E,71
5641,287.65,A,46
5642,725.58,B,42
5643,155.89,D,55
5644,387.53,E,66
5645,414.38,B,1
5646,636.34,E,78
5647,60.94,A,75
5648,931.42,E,11
5649,286.07,A,28
5650,420.81,C,96
5651,672.22,B,85
5652,846.85,C,73
5653,849.23,E,31
5654,91.77,D,97
5655,96.96,A,61
5656,53.20,B,52
5657,299.63,D,10
5658,848.12,D,50
5659,708.44,E,27
5660,249.09,C,90
5661,34.65,D,54
5662,726.33,B,38
5663,59.55,E,22
5664,187.90,A,24
5665,109.74,B,29
5666,305.34,D,53
5667,191.14,A,16
5668,475.18,C,96
5669,516.99,D,85
5670,676.77,B,58
5671,414.04,E,47
5672,785.11,A,53
5673,667.62,A,56
5674,493.00,B,61
5675,311.39,C,14
5676,125.45,A,3
5677,364.63,E,68
5678,702.85,D,89
5679,791.89,D,33
5680,973.35,E,24
5681,647.76,A,56
5682,644.94,D,38
5683,298.87,A,5
5684,569.57,E,33
5685,75.11,D,66
5686,155.58,E,0
5687,127.40,B,67
5688,120.33,E,63
5689,845.68,D,100
5690,339.68,C,54
5691,76.37,D,67
5692,522.54,B,94
5693,745.21,A,13
5694,221.97,A,97
5695,234.16,D,54
5696,215.36,E,86
5697,132.40,A,58
5698,946.68,A,62
5699,259.10,B,14
5700,662.63,E,97
5701,545.88,E,94
5702,583.64,B,2
5703,94.69,C,85
5704,222.82,B,5
5705,755.00,B,19
5706,29.78,A,64
5707,570.05,D,89
5708,367.79,B,94
5709,928.31,C,44
5710,24.31,D,92
5711,65.86,E,72
5712,282.93,B,77
5713,918.09,A,34
5714,326.12,D,12
5715,412.29,D,11
5716,342.62,D,78
5717,516.41,A,45
5718,616.47,B,28
5719,660.47,B,76
5720,597.38,C,5
5721,5.23,B,64
5722,560.87,B,72
5723,200.86,D,22
5724,7.45,E,70
5725,631.55,B,52
5726,552.83,B,27
5727,287.55,B,33
5728,208.29,B,72
5729,281.61,E,81
5730,91.98,E,40
5731,244.16,A,13
5732,610.19,C,92
5733,383.31,E,10
5734,424.80,E,10
5735,246.22,D,5
5736,599.56,B,11
5737,892.34,B,97
5738,604.22,C,20
5739,662.56,A,94
5740,955.19,E,1
5741,992.45,A,60
5742,199.28,B,97
5743,93.94,C,32
5744,225.34,D,90
5745,906.59,B,28
5746,3.80,C,54
5747,224.65,C,76
5748,636.68,D,62
5749,919.97,E,70
5750,309.80,E,24
5751,112.09,E,99
5752,907.42,B,48
5753,781.09,D,81
5754,1.61,C,15
5755,693.21,A,90
5756,494.14,A,0
5757,66.78,A,83
5758,591.90,C,83
5759,105.06,A,98
5760,918.38,B,96
5761,179.41,E,57
5762,588.21,D,87
5763,795.21,A,97
5764,625.12,D,10
5765,967.12,E,27
5766,420.30,B,71
5767,252.41,B,46
5768,922.56,A,51
5769,824.01,B,72
5770,768.85,C,90
5771,454.95,E,11
5772,222.48,B,58
5773,261.82,E,9
5774,269.86,B,29
5775,515.24,E,24
5776,127.23,A,96
5777,481.32,E,37
5778,450.40,E,43
5779,301.63,C,21
5780,227.47,B,73
5781,995.31,E,25
5782,930.22,A,79
5783,785.46,B,58
5784,578.85,C,18
5785,341.11,A,82
5786,962.06,A,16
5787,446.83,D,19
5788,847.89,A,75
5789,586.93,A,29
5790,988.78,A,100
5791,331.52,B,30
5792,179.58,C,89
5793,918.09,B,2
5794,719.44,E,59
5795,343.64,D,72
5796,444.11,D,23
5797,140.50,B,22
5798,186.11,A,32
5799,282.94,E,23
5800,629.30,E,15
5801,749.76,B,26
5802,618.21,C,6
5803,701.26,D,53
5804,973.84,A,96
5805,511.82,B,90
5806,155.76,D,5
5807,644.68,A,15
5808,36.76,A,25
5809,687.13,B,87
5810,678.29,C,93
5811,112.46,E,18
5812,860.57,A,66
5813,513.54,D,23
5814,32.08,D,45
5815,775.53,B,29
5816,811.14,D,24
5817,340.56,D,41
5818,617.72,B,80
5819,415.10,A,1
5820,655.15,A,0
5821,865.25,C,12
5822,279.33,D,65
5823,712.10,B,59
5824,198.79,B,48
5825,851.56,D,7
5826,385.15,E,74
5827,724.16,E,72
5828,793.86,C,87
5829,156.31,B,64
5830,692.39,B,61
5831,469.20,B,50
5832,572.91,C,8
5833,476.13,A,1
5834,427.31,A,22
5835,27.07,B,26
5836,647.12,E,31
5837,841.32,B,33
5838,747.67,A,58
5839,672.97,D,38
5840,312.79,C,80
5841,823.59,D,8
5842,642.56,A,74
5843,595.20,D,55
5844,555.97,D,70
5845,630.14,E,45
5846,776.89,C,37
5847,397.00,D,8
5848,897.99,C,19
5849,769.32,B,34
5850,244.86,B,61
5851,651.54,A,63
5852,339.08,D,3
5853,482.32,E,67
5854,623.40,C,17
5855,399.25,D,15
5856,152.49,A,50
5857,972.67,D,17
5858,30.15,E,12
5859,319.14,E,3
5860,680.02,A,71
5861,900.75,A,85
5862,392.80,A,62
5863,952.15,C,42
5864,796.00,E,77
5865,220.96,A,13
5866,474.88,B,49
5867,520.85,D,68
5868,629.61,E,2
5869,661.31,A,70
5870,266.40,E,86
5871,126.10,A,85
5872,698.14,D,18
5873,996.72,A,14
5874,534.39,C,27
5875,117.19,C,74
5876,859.72,E,55
5877,361.34,E,36
5878,941.77,E,68
5879,759.10,B,95
5880,876.97,E,15
5881,787.60,D,72
5882,837.49,D,90
5883,599.09,A,93
5884,539.16,B,53
5885,29.12,C,57
5886,974.49,B,99
5887,364.47,A,80
5888,970.61,B,62
5889,815.74,B,66
5890,799.74,A,36
5891,410.51,A,29
5892,461.42,C,100
5893,354.28,C,80
5894,347.20,E,26
5895,125.07,D,90
5896,988.77,A,42
5897,97.22,D,39
5898,379.82,E,5
5899,632.30,B,93
5900,696.20,D,55
5901,61.68,A,11
5902,255.22,D,24
5903,364.63,D,42
5904,799.37,D,49
5905,835.33,B,82
5906,370.46,B,30
5907,491.38,E,64
5908,166.74,C,52
5909,132.07,D,65
5910,899.51,D,78
5911,794.15,E,71
5912,996.26,B,30
5913,31.13,B,5
5914,805.37,B,3
5915,59.66,A,50
5916,933.18,A,63
5917,428.55,D,13
5918,946.79,E,47
5919,288.67,E,90
5920,11.47,E,30
5921,804.96,E,8
5922,223.21,A,17
5923,436.22,B,67
5924,842.74,E,61
5925,525.87,D,88
5926,680.64,C,0
5927,227.79,E,58
5928,792.55,E,92
5929,399.42,D,73
5930,563.35,E,26
5931,845.98,C,78
5932,821.06,D,71
5933,187.04,B,56
5934,324.07,A,52
5935,965.53,A,27
5936,800.27,C,8
5937,42.13,C,24
5938,148.78,A,51
5939,373.00,D,56
5940,168.73,A,65
5941,79.84,A,100
5942,810.45,A,17
5943,343.83,E,37
5944,158.00,B,99
5945,945.77,D,5
5946,785.62,B,35
5947,682.01,A,56
5948,621.03,E,52
5949,772.51,D,41
5950,3.23,B,84
5951,230.06,A,11
5952,821.27,D,54
5953,743.78,C,84
5954,789.35,B,88
5955,847.51,D,6
5956,345.30,E,23
5957,338.02,D,50
5958,536.56,B,94
5959,874.08,E,61
5960,758.57,C,25
5961,72.62,D,36
5962,803.31,C,24
5963,12.24,B,91
5964,270.51,E,19
5965,185.90,A,25
5966,424.97,D,6
5967,224.82,D,55
5968,490.74,E,84
5969,980.49,D,28
5970,201.53,C,95
5971,354.57,D,41
5972,93.65,D,23
5973,679.62,E,19
5974,144.97,D,74
5975,269.93,B,75
5976,191.97,D,96
5977,566.33,B,10
5978,472.09,E,58
5979,596.32,D,2
5980,597.78,C,98
5981,57.93,C,69
5982,626.64,B,12
5983,140.20,C,66
5984,484.97,D,100
5985,20.63,A,5
5986,483.17,B,1
5987,871.99,E,51
5988,98.10,B,38
5989,610.80,A,61
5990,595.45,C,86
5991,533.88,D,68
5992,52.92,C,31
5993,291.92,C,97
5994,44.30,A,4
5995,323.82,B,1
5996,503.46,E,73
5997,620.15,A,80
5998,345.81,A,35
5999,930.30,C,60
6000,161.43,D,52
6001,577.49,E,13
6002,121.22,E,75
6003,942.28,B,68
6004,477.43,B,13
6005,50.82,A,30
6006,367.26,E,50
6007,977.98,A,10
6008,179.70,C,77
6009,202.71,E,68
6010,8.08,A,87
6011,402.85,D,12
6012,727.03,A,41
6013,527.72,E,96
6014,279.18,E,17
6015,576.40,C,41
6016,530.63,C,61
6017,437.17,A,79
6018,234.17,D,85
6019,66.32,D,10
6020,805.86,B,85
6021,412.55,C,0
6022,86.68,B,44
6023,81.83,A,17
6024,828.51,C,59
6025,793.96,D,37
6026,800.93,E,61
6027,706.95,D,14
6028,378.26,C,76
6029,603.05,C,89
6030,871.99,A,49
6031,310.58,A,1
6032,920.02,D,41
6033,99.77,C,98
6034,949.43,B,98
6035,184.91,E,30
6036,155.25,A,50
6037,545.77,C,75
6038,757.97,A,48
6039,530.54,D,61
6040,36.04,C,81
6041,194.12,A,66
6042,817.28,A,55
6043,25.50,A,26
6044,154.81,A,98
6045,345.94,B,65
6046,750.58,D,7
6047,877.17,D,53
6048,982.16,B,42
6049,8.69,C,60
6050,949.61,A,55
6051,275.11,B,25
6052,821.55,B,35
6053,209.14,A,81
6054,828.72,B,34
6055,372.82,A,30
6056,11.77,A,92
6057,945.27,B,39
6058,973.57,B,85
6059,578.73,B,74
6060,571.66,E,20
6061,672.47,C,97
6062,922.77,B,30
6063,711.93,D,51
6064,549.62,C,47
6065,32.21,B,67
6066,716.57,B,29
6067,621.85,B,78
6068,854.64,B,60
6069,50.54,E,99
6070,258.52,D,56
6071,677.31,A,37
6072,125.61,D,95
6073,782.22,C,85
6074,789.65,B,5
6075,744.08,C,22
6076,781.15,A,90
6077,387.86,A,30
6078,239.94,E,65
6079,367.30,B,0
6080,414.70,C,31
6081,854.48,A,27
6082,379.48,D,12
6083,676.08,E,3
6084,567.48,E,37
6085,461.90,C,8
6086,747.73,C,21
6087,971.03,D,86
6088,959.55,A,24
6089,833.33,A,50
6090,863.11,B,47
6091,88.60,E,12
6092,392.25,B,23
6093,140.20,D,40
6094,11.29,E,18
6095,90.85,C,32
6096,223.66,A,29
6097,193.33,D,58
6098,506.88,A,23
6099,594.02,C,98
6100,616.53,D,22
6101,359.36,A,3
6102,272.79,B,21
6103,700.21,E,3
6104,68.35,A,59
6105,332.99,E,28
6106,304.33,B,90
6107,87.34,C,73
6108,267.11,A,13
6109,811.26,D,85
6110,868.44,A,33
6111,135.07,A,54
6112,454.79,C,30
6113,592.04,A,64
6114,702.44,E,28
6115,792.65,C,94
6116,282.51,C,31
6117,7.03,C,74
6118,14.94,A,30
6119,61.95,D,77
6120,31.91,B,28
6121,981.53,E,96
6122,83.04,E,25
6123,644.85,B,59
6124,54.77,E,52
6125,135.51,E,56
6126,253.61,B,76
6127,477.77,B,8
6128,755.02,D,74
6129,996.05,A,11
6130,820.29,A,35
6131,856.69,A,19
6132,307.96,D,23
6133,993.05,C,52
6134,151.92,D,38
6135,637.62,E,99
6136,27.24,A,86
6137,751.84,A,71
6138,242.65,D,71
6139,889.09,E,50
6140,671.73,A,55
6141,905.05,D,70
6142,672.20,A,62
6143,977.74,A,97
6144,371.53,C,11
6145,448.31,B,83
6146,993.15,D,80
6147,323.93,D,14
6148,33.16,C,85
6149,996.98,A,60
6150,790.86,C,71
6151,762.23,A,17
6152,179.74,B,93
6153,935.89,A,13
6154,755.57,B,74
6155,589.51,C,31
6156,988.44,B,15
6157,20.30,A,47
6158,798.88,E,18
6159,19.22,C,76
6160,418.96,E,82
6161,497.01,E,4
6162,850.36,D,73
6163,503.63,D,75
6164,437.24,A,20
6165,980.69,C,23
6166,106.46,A,1
6167,994.71,E,57
6168,935.82,B,88
6169,649.69,A,55
6170,300.41,D,84
6171,948.66,C,45
6172,574.51,A,11
6173,35.93,B,13
6174,912.71,B,84
6175,628.53,D,36
6176,387.97,A,73
6177,591.99,E,24
6178,77.15,C,66
6179,515.04,C,87
6180,798.14,A,24
6181,368.57,D,10
6182,518.98,C,24
6183,462.81,D,48
6184,558.70,E,60
6185,421.57,C,73
6186,243.71,A,81
6187,983.97,D,99
6188,84.48,A,88
6189,143.80,E,69
6190,289.83,A,95
6191,629.82,E,23
6192,158.25,C,0
6193,341.39,E,14
6194,178.73,E,93
6195,669.12,A,27
6196,642.83,C,87
6197,647.49,A,31
6198,138.56,C,57
6199,872.84,D,47
6200,368.94,D,76
6201,153.82,A,78
6202,546.13,B,12
6203,315.68,D,49
6204,360.75,E,32
6205,292.76,E,31
6206,444.05,C,18
6207,681.62,B,30
6208,922.66,D,83
6209,737.84,A,68
6210,964.25,D,100
6211,871.38,D,39
6212,300.93,D,22
6213,899.39,B,0
6214,772.04,D,42
6215,698.16,C,81
6216,915.24,A,75
6217,237.59,B,10
6218,324.48,D,52
6219,435.07,A,60
6220,92.02,A,20
6221,405.22,A,20
6222,967.22,C,42
6223,121.28,B,56
6224,587.87,E,53
6225,849.62,E,45
6226,239.24,D,62
6227,509.70,E,27
6228,212.26,A,79
6229,810.24,C,76
6230,797.41,C,42
6231,478.76,D,1
6232,283.05,B,35
6233,490.71,D,59
6234,837.02,A,3
6235,724.98,D,62
6236,874.50,E,44
6237,215.97,E,39
6238,275.60,B,82
6239,215.17,A,63
6240,471.79,E,5
6241,196.47,B,80
6242,356.70,B,69
6243,791.42,D,34
6244,323.69,B,26
6245,629.54,C,27
6246,615.24,B,85
6247,33.71,C,94
6248,843.58,C,92
6249,303.53,A,74
6250,550.21,A,2
6251,487.35,B,61
6252,281.82,A,16
6253,761.83,A,4
6254,765.19,E,70
6255,863.31,A,60
6256,398.79,A,27
6257,674.35,C,63
6258,864.47,B,87
6259,838.66,E,53
6260,346.53,C,46
6261,938.91,E,10
6262,705.40,C,65
6263,326.54,D,89
6264,199.53,D,8
6265,798.00,B,14
6266,154.20,D,49
6267,89.11,A,29
6268,41.69,B,0
6269,438.15,D,87
6270,886.93,E,91
6271,297.62,B,54
6272,608.59,E,54
6273,530.14,B,65
6274,606.91,D,97
6275,324.72,C,24
6276,164.10,C,76
6277,695.79,E,51
6278,855.42,C,54
6279,874.89,A,31
6280,562.11,E,58
6281,355.93,B,40
6282,296.56,E,14
6283,89.36,A,66
6284,379.82,A,62
6285,572.07,A,75
6286,701.35,B,84
6287,463.84,D,54
6288,400.82,A,38
6289,250.98,D,21
6290,963.79,C,96
6291,332.42,D,8
6292,127.99,C,29
6293,538.29,B,76
6294,414.99,D,32
6295,591.46,E,10
6296,621.76,A,72
6297,605.16,C,90
6298,424.56,E,97
6299,806.71,E,3
6300,874.41,C,6
6301,634.00,B,73
6302,921.25,C,75
6303,519.76,A,64
6304,111.52,A,61
6305,986.62,E,76
6306,347.07,B,78
6307,685.13,B,15
6308,308.43,C,0
6309,515.50,C,14
6310,574.33,C,76
6311,133.18,B,63
6312,499.99,D,98
6313,995.69,D,22
6314,54.31,A,28
6315,296.77,C,59
6316,432.66,A,36
6317,823.80,D,42
6318,579.34,C,16
6319,963.44,B,41
6320,485.86,E,47
6321,967.63,E,94
6322,171.03,A,31
6323,961.79,E,86
6324,582.32,D,37
6325,407.62,C,41
6326,602.76,A,19
6327,721.53,A,83
6328,49.43,B,98
6329,826.09,B,1
6330,732.88,D,42
6331,510.40,E,11
6332,483.38,C,92
6333,786.92,D,68
6334,677.37,A,32
6335,75.85,B,89
6336,370.64,B,89
6337,976.65,D,91
6338,301.11,B,77
6339,794.25,E,74
6340,381.55,C,95
6341,448.52,A,82
6342,720.26,B,17
6343,84.50,D,100
6344,781.76,B,49
6345,426.99,A,93
6346,512.18,A,26
6347,95.04,B,53
6348,672.54,C,100
6349,497.96,C,78
6350,647.60,B,94
6351,320.67,C,51
6352,844.52,A,84
6353,776.53,B,47
6354,518.13,B,82
6355,116.59,B,85
6356,690.77,A,53
6357,195.16,E,85
6358,959.17,E,62
6359,580.19,B,57
6360,623.11,D,86
6361,154.03,B,19
6362,323.26,A,54
6363,944.84,A,69
6364,984.15,C,4
6365,789.75,E,97
6366,35.82,C,62
6367,301.88,D,88
6368,319.65,C,96
6369,424.83,A,59
6370,909.35,C,51
6371,296.02,E,55
6372,153.44,A,78
6373,73.59,C,26
6374,116.03,A,58
6375,540.67,B,50
6376,451.48,C,5
6377,298.22,A,89
6378,168.40,B,3
6379,1.39,E,93
6380,116.87,D,83
6381,478.86,E,10
6382,977.57,A,0
6383,290.17,A,95
6384,394.99,B,32
6385,851.20,E,97
6386,21.31,C,8
6387,451.34,C,87
6388,694.72,D,19
6389,843.67,B,96
6390,520.91,E,82
6391,830.03,C,20
6392,614.55,E,78
6393,828.47,E,39
6394,540.02,B,80
6395,305.76,E,29
6396,128.02,D,0
6397,989.09,B,39
6398,442.92,A,60
6399,780.78,D,85
6400,56.96,D,28
6401,21.83,D,68
6402,730.81,E,32
6403,584.04,D,64
6404,154.86,D,97
6405,780.41,B,97
6406,978.99,A,41
6407,116.28,D,32
6408,840.65,E,37
6409,847.04,A,11
6410,2.99,E,78
6411,394.32,A,1
6412,708.83,B,23
6413,945.54,D,91
6414,504.90,B,11
6415,198.26,A,62
6416,421.64,D,44
6417,40.55,E,61
6418,624.00,A,52
6419,61.13,C,3
6420,137.87,D,55
6421,375.51,B,25
6422,457.24,D,1
6423,661.17,E,95
6424,904.89,C,90
6425,23.32,D,74
6426,445.40,A,71
6427,853.08,B,19
6428,204.56,D,69
6429,487.47,A,6
6430,164.65,E,31
6431,31.79,E,29
6432,128.17,A,41
6433,317.82,C,92
6434,151.34,E,78
6435,130.48,C,19
6436,439.10,C,41
6437,277.74,D,100
6438,414.69,A,6
6439,653.50,D,64
6440,664.19,A,56
6441,536.70,E,99
6442,595.35,B,39
6443,316.32,C,33
6444,244.41,A,51
6445,661.22,C,63
